username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
GoLocalProv,2016-06-12 15:12,2,3,New England Pride TV’s LePage Condemns Orlando Shootings http://www. golocalprov.com/news/new-engla nd-pride-tvs-lepage-condemns-orlando-shootings … #OrlandoStrong pic.twitter.com/nH7T6Caq8J,,,#OrlandoStrong,742117432031072257,https://twitter.com/GoLocalProv/status/742117432031072257
inqune,2016-06-13 14:06,1,0,Wondering what you can do in the wake of the #OrlandoShooting ? 5 Ways to Create a Safe & Supportive Work Environment http:// inqune.com/5-ways-to-crea te-a-safe-supportive-work-environment/ …,,,#OrlandoShooting,742463266564149248,https://twitter.com/inqune/status/742463266564149248
notajenny,2016-06-17 17:18,0,0,#JennTakesAVacay #OrlandoStrong pic.twitter.com/WJAF7WadAF,,,#JennTakesAVacay #OrlandoStrong,743961060902744064,https://twitter.com/notajenny/status/743961060902744064
ACTBrigitte,2016-06-16 07:41,29,39,#Orlando terrorist's wife looking more and more guilty. Did the FBI blow this investigation? https://www. youtube.com/watch?v=dau6__ o25DM … #ISIS #OmarMateen,,,#Orlando #ISIS #OmarMateen,743453478991716352,https://twitter.com/ACTBrigitte/status/743453478991716352
mrgxfgelidon,2016-06-14 10:39,0,2,#stoptheviolence #StopTheHate and let us all #SpreadTheLove #PrayForOrlando #PrayForHumanity #PrayForPeace God is Good,,,#stoptheviolence #StopTheHate #SpreadTheLove #PrayForOrlando #PrayForHumanity #PrayForPeace,742773464407236608,https://twitter.com/mrgxfgelidon/status/742773464407236608
relenglishnews,2016-06-16 08:11,0,0,RelNews: Omar Mateen \'should have been killed before he killed\' -Daily Mail- http:// englishnews.info/q/3-5097,,,,743460892898004992,https://twitter.com/relenglishnews/status/743460892898004992
MyMamihood,2016-06-16 16:46,2,5,Let's shield these families from hate. #OrlandoStrong #PulseShooting http:// bit.ly/1OsUx1h pic.twitter.com/Rq5Dup1nm7,,,#OrlandoStrong #PulseShooting,743590498355585025,https://twitter.com/MyMamihood/status/743590498355585025
drivlikehealydo,2016-06-13 16:05,0,0,homo-posts: #PRAYFORORLANDO https:// tmblr.co/ZrtaMl27t8Yhc,,,#PRAYFORORLANDO,742493135138357249,https://twitter.com/drivlikehealydo/status/742493135138357249
JoJoSmiths,2016-06-17 19:32,0,1,Hmm one jihadi homophobic killed these kids at a disco club #hannity #OrlandoStrong #LGBTcommunity #orlandosurvivor pic.twitter.com/9Bk7eFdyri,,,#hannity #OrlandoStrong #LGBTcommunity #orlandosurvivor,743994823519109120,https://twitter.com/JoJoSmiths/status/743994823519109120
bladimen,2016-06-14 13:59,0,0,Jamás serán olvidados #LoveIsLove #PrayForOrlando pic.twitter.com/cSCD5TvbsW,,,#LoveIsLove #PrayForOrlando,742823717986664448,https://twitter.com/bladimen/status/742823717986664448
arbitool,2016-06-16 16:35,0,0,Why I'm not surprised on @ajplus videos about Orlando Shooting? #Orlando #OrlandoShooting,,@ajplus,#Orlando #OrlandoShooting,743587879310352384,https://twitter.com/arbitool/status/743587879310352384
TheDailyPioneer,2016-06-15 03:40,0,0,"#OrlandoShooting : Authorities are considering filing criminal charges against Orlando gunman Omar Mateen 's wife,... http:// fb.me/4QwesA4ol",,,#OrlandoShooting,743030328466382848,https://twitter.com/TheDailyPioneer/status/743030328466382848
NaseemMiller,2016-06-17 17:28,0,0,'The only way that evil can win is if good people do nothing' http:// buff.ly/1tuqz2Z #pulseshooting pic.twitter.com/GDc4oo5h6P,,,#pulseshooting,743963492617699328,https://twitter.com/NaseemMiller/status/743963492617699328
dalientje,2016-06-13 13:50,1,2,Today at the 'homomonument' in Amsterdam #OrlandoShooting #rip #PulseNightclub pic.twitter.com/ART6a2Oy2m,,,#OrlandoShooting #rip #PulseNightclub,742459143945134080,https://twitter.com/dalientje/status/742459143945134080
todeed_com,2016-06-18 11:22,0,0,#Orlando shooting: Omar Mateen stalking victim comes forward #jobs #jobsearch #posao : #New details are coming... http:// bit.ly/1V5mEQB,,,#Orlando #jobs #jobsearch #posao #New,744233786544558081,https://twitter.com/todeed_com/status/744233786544558081
TheLibLibrary,2016-06-14 09:21,0,0,Orlando shooting gunman Omar Mateen father Seddique Mateen a Taliban supporter says God will... http:// fb.me/2EKZ5LaCx,,,,742753750033403904,https://twitter.com/TheLibLibrary/status/742753750033403904
GayRumors,2016-06-15 13:25,0,0,What Orlando Shooter Omar Mateen Was Doing on Gay Dating Apps http:// binged.it/1UVmBa0 #gay #rumor,,,#gay #rumor,743177553175678976,https://twitter.com/GayRumors/status/743177553175678976
Jesuisfaisal,2016-06-14 13:18,0,5,"The bodies of 50 faggots carry more value than 50 bodies of innocent women,children killed by fighter planes in Syria #OrlandoShooting",,,#OrlandoShooting,742813580609851393,https://twitter.com/Jesuisfaisal/status/742813580609851393
SonniAbatta,2016-06-14 10:11,2,2,#FloridaHospital presser happening now. About to hear from shooting victims from #OrlandoShooting . #FOX35,,,#FloridaHospital #OrlandoShooting #FOX35,742766311168692224,https://twitter.com/SonniAbatta/status/742766311168692224
sessantiago383,2016-06-13 13:01,0,0,#OrlandoShooting #Orlandosolidarity pic.twitter.com/s7P7ZT6Maf,,,#OrlandoShooting #Orlandosolidarity,742446770324660224,https://twitter.com/sessantiago383/status/742446770324660224
25_mikemike,2016-06-13 14:59,0,0,#OrlandoShooting #PulseShootings #terrorism #peace #usa #news #journalism #politics pic.twitter.com/7imhtnfWQS,,,#OrlandoShooting #PulseShootings #terrorism #peace #usa #news #journalism #politics,742476482027618304,https://twitter.com/25_mikemike/status/742476482027618304
19RoLo67,2016-06-12 10:34,0,5,What would a hunter hunt using a weapon like the AR-15?!. #NRA #Orlando #PulseShooting #ridiculous,,,#NRA #Orlando #PulseShooting #ridiculous,742047477499465728,https://twitter.com/19RoLo67/status/742047477499465728
AshAgony,2016-06-13 00:11,10,1,NYPD on horses injured someone & arrested others while they were marching in solidarity w/ Orlando! #PulseShooting https:// twitter.com/lrsphm/status/ 742173981919334400 …,,,#PulseShooting,742253004619927552,https://twitter.com/AshAgony/status/742253004619927552
AnicaPadilla,2016-06-13 20:12,1,0,#OrlandoUnited : Vigil held at Denver's Cheesman Park for victims of #PulseShooting . PHOTOS: http:// bit.ly/1UwzO9o pic.twitter.com/D7J1d91SeC,,,#OrlandoUnited #PulseShooting,742555232752795648,https://twitter.com/AnicaPadilla/status/742555232752795648
mrsjjwest,2016-06-12 21:03,0,1,Love my city. #Orlando #OrlandoStrong #PrayforOrlando,,,#Orlando #OrlandoStrong #PrayforOrlando,742205805789843456,https://twitter.com/mrsjjwest/status/742205805789843456
wandaoaj,2016-06-12 13:33,0,0,Omar Mateen : 5 Fast Facts You Need to Know http:// heavy.com/news/2016/06/o mar-mateen-pulse-orlando-florida-shooting-gunman-attack-name-photos-facebook-motive-terrorism/ …,,,,742092558088605700,https://twitter.com/wandaoaj/status/742092558088605700
Politics4All,2016-06-15 12:10,0,0,Omar Mateen ’s former co-worker: Company told me ‘We have to be careful because he’s a Muslim’ http:// ift.tt/1XpTu4K #politics,,,#politics,743158762488401920,https://twitter.com/Politics4All/status/743158762488401920
ssaammii_47,2016-06-14 11:04,2,9,It's sad how truthful this is... #prayfortexas #PrayForOrlando #PrayForTheWorld pic.twitter.com/508e5UYPwY,,,#prayfortexas #PrayForOrlando #PrayForTheWorld,742779691992526852,https://twitter.com/ssaammii_47/status/742779691992526852
vividspirit,2016-06-13 14:19,0,0,FBI chief defends Orlando shooter probe: Agents found nothing to corroborate Omar Mateen ’s claimed ties to te... http:// on.ft.com/1UP8SBo,,,,742466370349072384,https://twitter.com/vividspirit/status/742466370349072384
Pamelahawk,2016-06-16 08:49,0,1,#PrayForOrlando : A Message From Fr. Joseph Breen https://www. youtube.com/watch?v=T1vgR_ IEifU&feature=share …,,,#PrayForOrlando,743470660089962497,https://twitter.com/Pamelahawk/status/743470660089962497
MiguelAnnLynn,2016-06-12 16:15,0,0,Because these things happen? God rest his hands innocent civilians #PrayForOrlando,,,#PrayForOrlando,742133259283267584,https://twitter.com/MiguelAnnLynn/status/742133259283267584
tahreemf9,2016-06-15 11:14,0,0,https:// youtu.be/qyCPVPVZmGA #OrlandoShooting #MyView,,,#OrlandoShooting #MyView,743144737771753472,https://twitter.com/tahreemf9/status/743144737771753472
CompletelyCaiti,2016-06-12 08:25,0,0,#OrlandoStrong https:// twitter.com/ErinOnTV/statu s/742013286804299777 …,,,#OrlandoStrong,742014872100077570,https://twitter.com/CompletelyCaiti/status/742014872100077570
secondbaseman,2016-06-12 14:48,0,1,Thank you for showing some actual sanity #OrlandoShooting https:// twitter.com/nflores528/sta tus/742110508724158464 …,,,#OrlandoShooting,742111355466055680,https://twitter.com/secondbaseman/status/742111355466055680
eescottDC,2016-06-13 04:35,0,0,#OrlandoUnited #OrlandoStrong #loveisloveisloveisloveislove https:// twitter.com/diverselygeek/ status/742077652329222144 …,,,#OrlandoUnited #OrlandoStrong #loveisloveisloveisloveislove,742319402134208513,https://twitter.com/eescottDC/status/742319402134208513
karamfoundation,2016-06-12 16:43,6,7,Our thoughts and prayers are with the families of the victims of the #OrlandoShooting pic.twitter.com/mBoLoi4AkO,,,#OrlandoShooting,742140407644033024,https://twitter.com/karamfoundation/status/742140407644033024
SentinelJason,2016-06-17 11:15,0,0,Ann Hildenbrand from #Holland writes: Look at the root of what caused #OrlandoShooting first… http://www. hollandsentinel.com/news/20160617/ letter-look-at-root-of-problem-first … #LettersToTheEditor,,,#Holland #OrlandoShooting #LettersToTheEditor,743869578749444097,https://twitter.com/SentinelJason/status/743869578749444097
superpriesttas,2016-06-14 17:16,2,2,"Thank you, Jimmy Fallon. #OrlandoLove #OrlandoStrong #OneOrlando #OrlandoUnited http://www. nbc.com/the-tonight-sh ow …",,,#OrlandoLove #OrlandoStrong #OneOrlando #OrlandoUnited,742873430815559680,https://twitter.com/superpriesttas/status/742873430815559680
jonestowne,2016-06-12 14:39,0,0,"Orlando club shooter #OmarMateen was known to #FBI http:// gu.com/p/4yv6q/stw well, good to kno this fuckin RETARDED surveilance is workin'!!",,,#OmarMateen #FBI,742109172389535744,https://twitter.com/jonestowne/status/742109172389535744
citigirl555,2016-06-13 12:15,0,0,"Father of Omar Mateen hosts bizarre, anti-US talk show – In World news.... http:// inworldnews.com/father-of-omar -mateen-hosts-bizarre-anti-us-talk-show/ …",,,,742435338434420737,https://twitter.com/citigirl555/status/742435338434420737
Fresco513,2016-06-16 07:53,0,0,My flow stop pulses like at pulse night club #killer #PulseShooting #PulseNighclub #pulses,,,#killer #PulseShooting #PulseNighclub #pulses,743456585045934080,https://twitter.com/Fresco513/status/743456585045934080
DragcentricDeb,2016-06-12 19:23,1,2,#PulseShooting #pulsenighclub #orlando #PrayForOrlando pic.twitter.com/2g6KTeSrCb,,,#PulseShooting #pulsenighclub #orlando #PrayForOrlando,742180653349769217,https://twitter.com/DragcentricDeb/status/742180653349769217
brady_gibson,2016-06-13 00:33,0,1,#orlandostrong #PrayForOrlando #PrayForLove pic.twitter.com/3zeRmx90fs,,,#orlandostrong #PrayForOrlando #PrayForLove,742258537435271168,https://twitter.com/brady_gibson/status/742258537435271168
USSCLLC,2016-06-13 06:00,0,0,Our thoughts&prayers go out to Orlando. Thank you to all the heroes working to keep #OrlandoStrong #PrayforOrlando pic.twitter.com/kD5T64SFov,,,#OrlandoStrong #PrayforOrlando,742340858184339456,https://twitter.com/USSCLLC/status/742340858184339456
sparkpolitical,2016-06-13 07:15,1,2,"The #PulseShooting brings us back to national security, & the partisan divide. US intel report shows #GOP are wrong. https:// sparkpolitical.org/2016/04/27/the -global-trends-of-us-politics/ …",,,#PulseShooting #GOP,742359738680258560,https://twitter.com/sparkpolitical/status/742359738680258560
alienlifeyo,2016-06-14 07:32,0,0,Weed is illegal yet people still buy it. How is placing a ban on guns gonna do anything ? #guncontrol #Pulseshooting #orlandostrong,,,#guncontrol #Pulseshooting #orlandostrong,742726327770316801,https://twitter.com/alienlifeyo/status/742726327770316801
mfi_usa,2016-06-12 14:15,5,2,#Broadcasting #LiveNow on #ALRATV http:// ln.is/www.youtube.co m/XwtHL … subjects Today's #Terrorist attack on #Orlando in #Florida #USA #OrlandoShooting,,,#Broadcasting #LiveNow #ALRATV #Terrorist #Orlando #Florida #USA #OrlandoShooting,742102981756227584,https://twitter.com/mfi_usa/status/742102981756227584
VassilisSide,2016-06-13 13:39,0,0,My heart is so.....broken.... #OrlandoShooting #staystrongOrlando https:// twitter.com/DileShakespear e/status/742453776024494081 …,,,#OrlandoShooting #staystrongOrlando,742456483657461760,https://twitter.com/VassilisSide/status/742456483657461760
radford_alumni,2016-06-12 16:01,5,6,Today #RadfordAlumni send Highlander love to Orlando. #OrlandoStrong,,,#RadfordAlumni #OrlandoStrong,742129776786345984,https://twitter.com/radford_alumni/status/742129776786345984
milehichurch,2016-06-13 19:15,4,5,"""We stand for healing, comfort and nurturing for all..."" - @Revcynthia #OrlandoStrong #OrlandoLove pic.twitter.com/vWQ3yK88fl",,@Revcynthia,#OrlandoStrong #OrlandoLove,742540874022805509,https://twitter.com/milehichurch/status/742540874022805509
thepatelsaab,2016-06-16 12:30,0,0,The point about Omar Mateen (possibly) being a gay alcoholic isn't that it means he isn't a jihadist and did it bc of self-hate (even tho...,,,,743526249595797508,https://twitter.com/thepatelsaab/status/743526249595797508
MrsReigns_,2016-06-12 10:30,0,0,That man fucked up the lives of 103 people in total. #PulseShooting,,,#PulseShooting,742046450352295937,https://twitter.com/MrsReigns_/status/742046450352295937
TestigoVisual,2016-06-13 13:21,0,0,https://www. facebook.com/testigovisualo ficial/videos/499047666956010/ … #PrayForOrlando #TestigoVisual,,,#PrayForOrlando #TestigoVisual,742451857117859840,https://twitter.com/TestigoVisual/status/742451857117859840
EmbacubaP,2016-06-13 14:22,0,0,Son lamentables las pérdidas humanas y decenas d heridos por #OrlandoShooting dice Pte. #Cuba Raúl Castro CubaMINREX @JoseCarlosRuizR,,@JoseCarlosRuizR,#OrlandoShooting #Cuba,742467273953136641,https://twitter.com/EmbacubaP/status/742467273953136641
mxbarclay,2016-06-15 11:23,0,2,"Powerful, important. #orlandoshooting #latinx http:// religiondispatches.org/sacred-geograp hy-a-queer-latino-theological-response-to-orlando/ …",,,#orlandoshooting #latinx,743146922458877952,https://twitter.com/mxbarclay/status/743146922458877952
tonijean53183,2016-06-12 16:55,0,0,#PrayForOrlando pic.twitter.com/e1iyNcP8SB,,,#PrayForOrlando,742143334139998209,https://twitter.com/tonijean53183/status/742143334139998209
apickens08,2016-06-14 05:36,0,11,Praying the hate will end. #PrayForOrlando,,,#PrayForOrlando,742697251550560256,https://twitter.com/apickens08/status/742697251550560256
funkflex,2016-06-16 06:15,1,1,(Video) Omar Mateen Posts Chilling Message To Facebook Before Shooting http:// ow.ly/Hhvl301j2Fo,,,,743431775238619137,https://twitter.com/funkflex/status/743431775238619137
Mikeylito,2016-06-14 09:53,0,0,Orlando gunman Omar Mateen 'was a regular at Pulse nightclub' | US news | The Guardian – http:// bit.ly/1URAc1V,,,,742761770922692608,https://twitter.com/Mikeylito/status/742761770922692608
usdcwatchdog,2016-06-14 09:37,0,0,WE TOLD YOU SO: Orlando Muslim Terrorist’s Ex-Wife Says Omar Mateen Was GAY And Used To Troll For Casual Sex With … http:// dcwatchdog.org/we-told-you-so -orlando-muslim-terrorists-ex-wife-says-omar-mateen-was-gay-and-used-to-troll-for-casual-sex-with-random-men/ …,,,,742757863156813825,https://twitter.com/usdcwatchdog/status/742757863156813825
annaleclerc,2016-06-13 15:20,0,8,#OrlandoShooting pic.twitter.com/ZDlKsU5Quv,,,#OrlandoShooting,742481808483225600,https://twitter.com/annaleclerc/status/742481808483225600
likeapuke,2016-06-12 16:24,0,0,No more HATE! #LoveIsLove #PrayForOrlando #PrayForPeace pic.twitter.com/qZaJhE90Bj,,,#LoveIsLove #PrayForOrlando #PrayForPeace,742135563130638337,https://twitter.com/likeapuke/status/742135563130638337
joellecosta1,2016-06-12 16:37,1,0,#PrayForOrlando,,,#PrayForOrlando,742138770376400896,https://twitter.com/joellecosta1/status/742138770376400896
LeroyBurgessjr,2016-06-16 12:03,0,0,TONIT!! #PULSEThursday FREE b4 11p !! ARRIVE EARLY #PRAYforORLANDO,,,#PULSEThursday #PRAYforORLANDO,743519508514508802,https://twitter.com/LeroyBurgessjr/status/743519508514508802
Falcon_Fortress,2016-06-12 11:19,0,0,#PrayForOrlando #OrlandoStrong,,,#PrayForOrlando #OrlandoStrong,742058796076433413,https://twitter.com/Falcon_Fortress/status/742058796076433413
AFSienko,2016-06-17 05:02,0,0,Didn't comment on #election2016 or #orlandoshooting AT ALL on facebook & still lose 2 friends when I dye my hair? God people are thinskinned,,,#election2016 #orlandoshooting,743775734750150656,https://twitter.com/AFSienko/status/743775734750150656
VABVOX,2016-06-12 19:46,4,2,Hate breeds hate. Stop doing that. #Orlando #PulseShooting #LGBT #LoveWins https:// twitter.com/ReviewABC/stat us/742180089438179329 …,,,#Orlando #PulseShooting #LGBT #LoveWins,742186379237576704,https://twitter.com/VABVOX/status/742186379237576704
claudiamm85,2016-06-16 18:01,1,7,All of us at Menchies will donate 100% of our proceeds to those affected. Let's show our #Orlandostrong pic.twitter.com/cEifMKOJU3,,,#Orlandostrong,743609469767139329,https://twitter.com/claudiamm85/status/743609469767139329
oh2blocked,2016-06-12 11:07,0,3,Sad events in my hometown but very proud of Orlando's response - We are #OrlandoStrong,,,#OrlandoStrong,742055690039001089,https://twitter.com/oh2blocked/status/742055690039001089
Hell_Scent,2016-06-16 11:25,0,0,We are in Orlando. We are #OrlandoStrong . We are #OrlandoUnited . The outpouring of <3 LOVE <3 IN and FOR our... http:// fb.me/7lxP0sNvO,,,#OrlandoStrong #OrlandoUnited,743509697244835840,https://twitter.com/Hell_Scent/status/743509697244835840
QUEENM3ISHA,2016-06-14 15:32,0,0,#OrlandoStrong pic.twitter.com/Edao8ykbZ1,,,#OrlandoStrong,742847110383607808,https://twitter.com/QUEENM3ISHA/status/742847110383607808
CFRCDrifters,2016-06-12 22:23,0,1,#PrayForOrlando #OrlandoStrong #WeAreOrlando http:// fb.me/75jE3Rejd,,,#PrayForOrlando #OrlandoStrong #WeAreOrlando,742225811940380673,https://twitter.com/CFRCDrifters/status/742225811940380673
TopJobsInLondon,2012-08-09 13:18,0,0,Charity: Donor Recruitment Manager - Michael Page Marketing - West London: of blood cancer and sp... http:// bit.ly/MUY4B0 #London #Jobs,,,#London #Jobs,233658555838889984,https://twitter.com/TopJobsInLondon/status/233658555838889984
SaoPauloEmprego,2012-08-06 00:29,0,0,"Oferta Emprego: Especialista EM Planejamento Logístico na Michael Page (São Paulo, São Paulo) http:// q.gs/1cKJz #emprego #trabalho",,,#emprego #trabalho,232377894473707520,https://twitter.com/SaoPauloEmprego/status/232377894473707520
pratik663,2012-08-05 12:07,0,0,What is this happening in this world. Felling very sad after hearing the sad news of #templeshooting,,,#templeshooting,232191237518663681,https://twitter.com/pratik663/status/232191237518663681
LauraMatovina,2012-08-05 21:46,4,0,"#CBS58MorningNews starts at 4:30 this morning with live team coverage from the #templeshooting site, suspect's home & Froedtert hospital",,,#CBS58MorningNews #templeshooting,232336759801913344,https://twitter.com/LauraMatovina/status/232336759801913344
ShaneHuttoTandD,2012-08-06 10:22,0,0,"Details about shooting suspect: Wade Michael Page , named as the shooter at a Sikh temple in Wisconsin is reveale... http:// bit.ly/Rt2l3P",,,,232526966501294081,https://twitter.com/ShaneHuttoTandD/status/232526966501294081
zooline,2012-08-06 05:17,0,0,Sikh temple shooting suspect identified as Wade Michael Page ; Motivation unclear - CBS News... http:// bit.ly/RNyNtx http:// kl.am/68PD,,,,232450256665706496,https://twitter.com/zooline/status/232450256665706496
Progress2day,2012-08-07 15:15,0,0,Ralph Mcgill on Hate http:// bit.ly/NlHWYt #Sikh #TempleShooting #wiunion #p2 #p2b #topprog #connecttheleft #ctl,,,#Sikh #TempleShooting #wiunion #p2 #p2b #topprog #connecttheleft #ctl,232963102709252098,https://twitter.com/Progress2day/status/232963102709252098
Shabz_1221,2012-08-07 06:08,2,0,"I have immense sympathy for the #templeshooting victims, however, I'm totally mind-boggled as to the lack of coverage for the #mosqueburning",,,#templeshooting #mosqueburning,232825516338589696,https://twitter.com/Shabz_1221/status/232825516338589696
megcox22,2012-08-06 16:55,0,0,"Credit Risk - Business Data Analyst - Michael Page International - New York, NY - http://www. indeed.com/job/Credit-Ris k-at-Michael-Page-International-in-New-York,-NY-bd4b462518058331 …",,,,232625867468201984,https://twitter.com/megcox22/status/232625867468201984
MsSamAdams,2012-08-06 09:14,0,0,"Clarifying Sikh is not Muslim is just another way of saying Wade Michael Page was not only a white supremacist, he was also a dumbass.",,,,232509973526102016,https://twitter.com/MsSamAdams/status/232509973526102016
jsorgi,2012-08-05 16:52,0,0,"NEW: @archmil Listecki on #templeshooting ""reach out 2 brothers and sisters...how valuable that call for peace is"" http:// ow.ly/cKL4a",,@archmil,#templeshooting,232262824779468801,https://twitter.com/jsorgi/status/232262824779468801
deepee418,2012-08-06 08:30,1,0,@Kaurista The @KTLAMorningNews has one of their reporters ( @DougKolkKTLA ) reporting live from the Vermont Gurdwara this AM. #TempleShooting,,@Kaurista @KTLAMorningNews @DougKolkKTLA,#TempleShooting,232498969605967873,https://twitter.com/deepee418/status/232498969605967873
AhsanRazaUK,2012-08-06 02:27,0,0,"""Nothing is more dangerous than, an #idiot with a #gun & an ideology to justify #killing "".. #templeshooting #Gurdwara",,,#idiot #gun #killing #templeshooting #Gurdwara,232407425368592385,https://twitter.com/AhsanRazaUK/status/232407425368592385
DSRana93,2012-08-06 08:37,0,0,RT @sikhactivist: NBC News has confirmed the identity of the Wisconsin Sikh Temple shooter as 40 year-old Wade Michael Page . - @NBCNews,,@sikhactivist @NBCNews,,232500583616086016,https://twitter.com/DSRana93/status/232500583616086016
videoology,2012-08-09 23:49,0,0,Wade Michael Page : Orange County Hate Music Scene Nurtured Alleged Mass ... http:// bit.ly/MFlvTm,,,,233817298618707968,https://twitter.com/videoology/status/233817298618707968
JAV902,2012-08-08 19:56,0,0,"He's a big douche RT @sohailstyle : Romney twice substitutes ""sheikh"" for ""Sikh"": http://www. newstatesman.com/blogs/politics /2012/08/romney-confuses-sikh-shiekh … #TempleShooting #MittHappens",,@sohailstyle,#TempleShooting #MittHappens,233396222365417473,https://twitter.com/JAV902/status/233396222365417473
Ezriel8,2012-08-06 05:14,0,0,RT @eyewitnessnyc : ABC News identifies Wisconsin shooter as Wade Michael Page http:// tinyurl.com/ceud92y #BreakingNews,,@eyewitnessnyc,#BreakingNews,232449658503442432,https://twitter.com/Ezriel8/status/232449658503442432
Stockport_Jobs,2012-08-07 19:54,0,0,"Stockport Jobs: Business Development Manager: Michael Page Sales - Stockport, Greater Manchester -... http:// dlvr.it/1ywBqB #Jobs #Stockport",,,#Jobs #Stockport,233033305472249857,https://twitter.com/Stockport_Jobs/status/233033305472249857
fteleaders,2012-08-06 14:04,3,0,What do theological education & the church have to say about the relation of religion to violence? #TempleShooting,,,#TempleShooting,232582943061729280,https://twitter.com/fteleaders/status/232582943061729280
MuslimAgorist,2012-08-05 15:25,0,0,"I'm ambivalent about raising this subject, because I think it is despicable to leverage tragedy for political agenda ... tbc #TempleShooting",,,#TempleShooting,232240955326078977,https://twitter.com/MuslimAgorist/status/232240955326078977
puterikoh,2012-08-06 19:28,0,0,Ex-US soldier suspect in Sikh temple attack: Wade Michael Page identified as assailant in shooting that left six... http:// aje.me/QxhSy6,,,,232664557611536384,https://twitter.com/puterikoh/status/232664557611536384
kbeninato,2012-08-06 15:48,1,0,"Could we go ahead and arrest Wade Michael Page 's skinhead band, for crimes against music? http://www. huffingtonpost.com/2012/08/06/wad e-michael-page-identified-sikh-temple-suspect_n_1746542.html …",,,,232609127011082240,https://twitter.com/kbeninato/status/232609127011082240
ewhore_packs,2012-08-07 10:52,0,0,#news >> Profile: Wade Michael Page http:// adf.ly/BedKV / #followback,,,#news #followback,232896926977241088,https://twitter.com/ewhore_packs/status/232896926977241088
cmbestv,2012-08-06 07:52,0,0,My love goes out to all the families involved in the #templeshooting .,,,#templeshooting,232489226900500481,https://twitter.com/cmbestv/status/232489226900500481
QNS,2012-08-06 12:56,0,0,Bloomberg offers condolences to Queens Sikh community following Milwaukee #templeshooting http:// queenscourier.com/2012/bloomberg -offers-condolences-to-queens-sikh-community-following-milwaukee-shooting … #RichmondHill,,,#templeshooting #RichmondHill,232565731655577601,https://twitter.com/QNS/status/232565731655577601
UpdatesRUs,2012-08-06 10:22,0,0,"Details about shooting suspect: Wade Michael Page , named as the shooter at a Sikh temple in Wisc... http:// bit.ly/Rt2l3P #cnn @amarchugg",,@amarchugg,#cnn,232527021803204609,https://twitter.com/UpdatesRUs/status/232527021803204609
FatimaAnsari_,2012-08-08 06:27,0,0,Wade Michael Page's acquaintances recall a troubled man guided by hate. http:// gu.com/p/39txh/tw #TempleShooting,,,#TempleShooting,233192607587659778,https://twitter.com/FatimaAnsari_/status/233192607587659778
UKmarketingjob,2012-08-09 05:24,0,0,Michael Page Digital: Digital Brand Manager http:// dlvr.it/1zHTqy #marketing #jobs,,,#marketing #jobs,233539133480525824,https://twitter.com/UKmarketingjob/status/233539133480525824
BenHandelman,2012-08-06 16:51,2,0,Who is Wade Michael Page? http:// fox6now.com/2012/08/06/sik h-temple-shooter-identified-as-wade-michael-page/ … #templeshooting Why the FBI was not watching him but another group was.,,,#templeshooting,232625096399937536,https://twitter.com/BenHandelman/status/232625096399937536
InquisitionNews,2012-08-08 08:48,0,0,"A Link Between Mental Health And Mass Violence?: Accused Wisconsin shooter, Wade Michael Page , reportedly ... http:// n.pr/ORSsbz (NPR)",,,,233228097196003328,https://twitter.com/InquisitionNews/status/233228097196003328
nwilliams23,2014-04-02 18:02,0,1,"My thoughts and prayers go out to the residents of Ft. Hood, TX #FortHoodShooting",,,#FortHoodShooting,451525185578233856,https://twitter.com/nwilliams23/status/451525185578233856
Gregoriancant,2014-04-04 00:35,0,0,Why mental illness should be a top priority in American healthcare by decree of Congress: http://www. seattlepi.com/news/texas/art icle/Fort-Hood-gunman-had-unstable-mental-condition-5375644.php … #FortHoodShooting,,,#FortHoodShooting,451986515061534721,https://twitter.com/Gregoriancant/status/451986515061534721
liars_never_win,2014-04-02 17:46,100,43,FT @CNN : President Obama says he is heartbroken over the #FortHoodShooting and will continue fundraising tonight in their honor #fixed,,@CNN,#FortHoodShooting #fixed,451521123155324928,https://twitter.com/liars_never_win/status/451521123155324928
AmJournal,2014-04-03 05:13,1,0,"#FortHood gunman fatally shoots at least 3, wounds 16 before killing self #FortHoodShooting . http:// the-american-journal.com /",,,#FortHood #FortHoodShooting,451694082960949248,https://twitter.com/AmJournal/status/451694082960949248
NewsWorld241,2014-04-05 22:58,0,0,Fort Hood gunman Ivan Lopez slammed Newtown shooter Adam Lanza as ... - New York Daily News http:// q.gs/6WJDR,,,,452686802164269057,https://twitter.com/NewsWorld241/status/452686802164269057
GiterDoneNews,2014-04-09 11:06,0,0,Fort Hood shooter Ivan Lopez had mental health problems - Reporters gather outside one of the entrances to Fort... http:// j.mp/1qa4DSe,,,,453957150528655360,https://twitter.com/GiterDoneNews/status/453957150528655360
aheart4god,2014-04-02 17:30,0,0,"#Tworship 9 PM EST Jesus Saves, Need You Now, Never Once ♫ http:// tworship.com #PrayForFortHood #FortHoodShooting",,,#Tworship #PrayForFortHood #FortHoodShooting,451517009734684672,https://twitter.com/aheart4god/status/451517009734684672
